wu,wr,wd,wl,au,ar,ad,al,bu,br,bd,bl,dis,direction
300,212,300,388,1,0,0,0,0.0,0.0,0.0,1.0,68.11754546370561,2
300,204,300,396,1,0,0,0,0.0,0.0,0.0,1.0,60.13318551349163,2
300,196,300,404,1,0,0,0,0.0,0.0,0.0,1.0,52.15361924162119,2
300,188,300,412,1,0,0,0,0.0,0.0,0.0,1.0,44.181444068749045,2
300,180,300,420,1,0,0,0,0.0,0.0,0.0,1.0,36.22154055254967,2
300,172,300,428,0,0,1,0,0.0,0.0,0.0,1.0,324.02469041725817,2
308,180,292,420,0,0,1,0,1.0,0.0,0.0,0.0,313.1772660970141,2
316,188,284,412,0,0,1,0,1.0,0.0,0.0,0.0,302.3640190234281,2
324,196,276,404,0,0,1,0,1.0,0.0,0.0,0.0,291.58875149772155,2
332,204,268,396,0,0,1,0,1.0,0.0,0.0,0.0,280.8558349046713,2
340,212,260,388,0,0,1,0,1.0,0.0,0.0,0.0,270.1703166522925,2
348,220,252,380,0,0,1,0,1.0,0.0,0.0,0.0,259.53805116013336,2
356,228,244,372,0,0,1,0,1.0,0.0,0.0,0.0,248.96586111352696,2
364,236,236,364,0,0,1,0,1.0,0.0,0.0,0.0,238.46173697262208,2
372,244,228,356,0,0,1,0,1.0,0.0,0.0,0.0,228.0350850198276,2
380,252,220,348,0,0,1,0,1.0,0.0,0.0,0.0,217.69703718700444,2
388,260,212,340,0,0,1,0,1.0,0.0,0.0,0.0,207.46083967823904,2
396,268,204,332,0,0,1,0,1.0,0.0,0.0,0.0,197.34234213670416,2
404,276,196,324,0,0,1,0,1.0,0.0,0.0,0.0,187.3606148580859,2
412,284,188,316,0,0,1,0,1.0,0.0,0.0,0.0,177.53872816937718,2
420,292,180,308,0,0,1,0,1.0,0.0,0.0,0.0,167.90473489452285,2
428,300,172,300,0,0,1,0,1.0,0.0,0.0,0.0,158.4929020492716,2
436,308,164,292,0,0,1,0,1.0,0.0,0.0,0.0,149.34523762075577,2
444,316,156,284,0,0,1,0,1.0,0.0,0.0,0.0,140.51334456200237,2
452,324,148,276,0,0,1,0,1.0,0.0,0.0,0.0,132.06059215375342,2
460,332,140,268,0,0,1,0,1.0,0.0,0.0,0.0,124.06449935416659,2
468,332,132,268,0,0,1,0,1.0,0.0,0.0,0.0,116.06894502837527,2
476,332,124,268,0,0,1,0,1.0,0.0,0.0,0.0,108.07404868885037,2
484,332,116,268,0,0,1,0,1.0,0.0,0.0,0.0,100.07996802557443,2
492,332,108,268,0,0,1,0,1.0,0.0,0.0,0.0,92.0869154657707,2
500,332,100,268,0,0,1,0,1.0,0.0,0.0,0.0,84.09518416651456,2
508,332,92,268,0,0,1,0,1.0,0.0,0.0,0.0,76.10519036176179,2
516,332,84,268,0,0,1,0,1.0,0.0,0.0,0.0,68.11754546370561,2
524,332,76,268,0,0,1,0,1.0,0.0,0.0,0.0,60.13318551349163,2
532,332,68,268,0,0,1,0,1.0,0.0,0.0,0.0,52.15361924162119,2
540,332,60,268,0,0,1,0,1.0,0.0,0.0,0.0,44.181444068749045,2
548,332,52,268,0,0,1,0,1.0,0.0,0.0,0.0,36.22154055254967,2
556,332,44,268,1,0,0,0,1.0,0.0,0.0,0.0,429.66033095923575,0
548,324,52,276,1,0,0,0,0.0,0.0,0.0,1.0,418.4925327888181,0
540,316,60,284,1,0,0,0,0.0,0.0,0.0,1.0,407.33278777923096,0
532,308,68,292,1,0,0,0,0.0,0.0,0.0,1.0,396.18177646126026,0
524,300,76,300,1,0,0,0,0.0,0.0,0.0,1.0,385.0402576354841,0
516,292,84,308,1,0,0,0,0.0,0.0,0.0,1.0,373.9090798576574,0
508,284,92,316,1,0,0,0,0.0,0.0,0.0,1.0,362.7891949879434,0
500,276,100,324,1,0,0,0,0.0,0.0,0.0,1.0,351.68167424533226,0
492,268,108,332,1,0,0,0,0.0,0.0,0.0,1.0,340.58772731852804,0
484,260,116,340,1,0,0,0,0.0,0.0,0.0,1.0,329.50872522590356,0
476,252,124,348,1,0,0,0,0.0,0.0,0.0,1.0,318.44622779992227,0
468,244,132,356,1,0,0,0,0.0,0.0,0.0,1.0,307.4020169094536,0
460,236,140,364,1,0,0,0,0.0,0.0,0.0,1.0,296.37813684548325,0
452,228,148,372,1,0,0,0,0.0,0.0,0.0,1.0,285.3769437077915,0
444,220,156,380,1,0,0,0,0.0,0.0,0.0,1.0,274.40116617827994,0
436,212,164,388,1,0,0,0,0.0,0.0,0.0,1.0,263.4539808012018,0
428,204,172,396,1,0,0,0,0.0,0.0,0.0,1.0,252.53910588263355,0
420,196,180,404,1,0,0,0,0.0,0.0,0.0,1.0,241.66091947189145,0
412,188,188,412,1,0,0,0,0.0,0.0,0.0,1.0,230.82460874005614,0
404,180,196,420,1,0,0,0,0.0,0.0,0.0,1.0,220.03636063160107,0
396,172,204,428,1,0,0,0,0.0,0.0,0.0,1.0,209.30360723121808,0
388,164,212,436,1,0,0,0,0.0,0.0,0.0,1.0,198.63534428696218,0
380,156,220,444,1,0,0,0,0.0,0.0,0.0,1.0,188.04254837669055,0
372,148,228,452,1,0,0,0,0.0,0.0,0.0,1.0,177.53872816937718,0
364,140,236,460,1,0,0,0,0.0,0.0,0.0,1.0,167.14065932620943,0
356,132,244,468,1,0,0,0,0.0,0.0,0.0,1.0,156.86937240902063,0
348,124,252,476,1,0,0,0,0.0,0.0,0.0,1.0,146.75149062275312,0
340,116,260,484,1,0,0,0,0.0,0.0,0.0,1.0,136.82105101189657,0
332,108,268,492,1,0,0,0,0.0,0.0,0.0,1.0,127.12198865656563,0
324,100,276,500,1,0,0,0,0.0,0.0,0.0,1.0,117.71151175649729,0
316,92,284,508,1,0,0,0,0.0,0.0,0.0,1.0,108.664621657649,0
308,84,292,516,1,0,0,0,,,,,100.07996802557443,3
300,84,300,516,1,0,0,0,0.0,0.0,1.0,0.0,92.0869154657707,3
292,84,308,516,1,0,0,0,0.0,0.0,1.0,0.0,84.09518416651456,3
284,84,316,516,1,0,0,0,0.0,0.0,1.0,0.0,76.10519036176179,3
276,84,324,516,1,0,0,0,0.0,0.0,1.0,0.0,68.11754546370561,3
268,84,332,516,1,0,0,0,0.0,0.0,1.0,0.0,60.13318551349163,3
260,84,340,516,1,0,0,0,0.0,0.0,1.0,0.0,52.15361924162119,3
252,84,348,516,1,0,0,0,0.0,0.0,1.0,0.0,44.181444068749045,3
244,84,356,516,1,0,0,0,0.0,0.0,1.0,0.0,36.22154055254967,3
236,84,364,516,1,0,0,0,0.0,0.0,1.0,0.0,196.04081207748553,3
228,84,372,516,1,0,0,0,0.0,0.0,1.0,0.0,188.04254837669055,3
220,84,380,516,1,0,0,0,0.0,0.0,1.0,0.0,180.0444389588304,3
212,84,388,516,1,0,0,0,0.0,0.0,1.0,0.0,172.04650534085255,3
204,84,396,516,1,0,0,0,0.0,0.0,1.0,0.0,164.04877323527901,3
196,84,404,516,1,0,0,0,0.0,0.0,1.0,0.0,156.05127362504928,3
188,84,412,516,1,0,0,0,0.0,0.0,1.0,0.0,148.05404418657398,3
180,84,420,516,1,0,0,0,0.0,0.0,1.0,0.0,140.05713120009278,3
172,84,428,516,1,0,0,0,0.0,0.0,1.0,0.0,132.06059215375342,3
164,84,436,516,1,0,0,0,0.0,0.0,1.0,0.0,124.06449935416659,3
156,84,444,516,1,0,0,0,0.0,0.0,1.0,0.0,116.06894502837527,3
148,84,452,516,1,0,0,0,0.0,0.0,1.0,0.0,108.07404868885037,3
140,84,460,516,1,0,0,0,0.0,0.0,1.0,0.0,100.07996802557443,3
132,84,468,516,1,0,0,0,0.0,0.0,1.0,0.0,92.0869154657707,3
124,84,476,516,1,0,0,0,0.0,0.0,1.0,0.0,84.09518416651456,3
116,84,484,516,1,0,0,0,0.0,0.0,1.0,0.0,76.10519036176179,3
108,84,492,516,1,0,0,0,0.0,0.0,1.0,0.0,68.11754546370561,3
100,84,500,516,1,0,0,0,0.0,0.0,1.0,0.0,60.13318551349163,3
92,84,508,516,1,0,0,0,0.0,0.0,1.0,0.0,52.15361924162119,3
84,84,516,516,1,0,0,0,0.0,0.0,1.0,0.0,44.181444068749045,3
76,84,524,516,1,0,0,0,0.0,0.0,1.0,0.0,36.22154055254967,3
68,84,532,516,0,0,1,0,0.0,0.0,1.0,0.0,220.90722034374522,2
76,92,524,508,0,0,1,0,0.0,1.0,0.0,0.0,209.60916010518244,2
84,100,516,500,0,0,1,0,0.0,1.0,0.0,0.0,198.31288409984865,2
92,108,508,492,0,0,1,0,0.0,1.0,0.0,0.0,187.01871564097536,2
100,116,500,484,0,0,1,0,0.0,1.0,0.0,0.0,175.72706109191037,2
108,124,492,476,0,0,1,0,0.0,1.0,0.0,0.0,164.43843832875572,2
116,132,484,468,0,0,1,0,0.0,1.0,0.0,0.0,153.15351775261317,2
124,140,476,460,0,0,1,0,0.0,1.0,0.0,0.0,141.8731828077456,2
132,148,468,452,0,0,1,0,0.0,1.0,0.0,0.0,130.59862173851607,2
140,156,460,444,0,0,1,0,0.0,1.0,0.0,0.0,119.33147112141039,2
148,164,452,436,0,0,1,0,0.0,1.0,0.0,0.0,108.07404868885037,2
156,172,444,428,0,0,1,0,0.0,1.0,0.0,0.0,96.82974749528164,2
164,180,436,420,0,0,1,0,0.0,1.0,0.0,0.0,85.60373823613078,2
172,188,428,412,0,0,1,0,0.0,1.0,0.0,0.0,74.4043009509531,2
180,196,420,404,0,0,1,0,0.0,1.0,0.0,0.0,63.245553203367585,2
188,204,412,396,0,0,1,0,0.0,1.0,0.0,0.0,52.15361924162119,2
196,212,404,388,0,0,1,0,0.0,1.0,0.0,0.0,41.182520563948,2
204,220,396,380,1,0,0,0,0.0,1.0,0.0,0.0,167.5231327309754,0
196,212,404,388,1,0,0,0,0.0,1.0,0.0,0.0,156.46085772486356,0
188,204,412,396,1,0,0,0,0.0,1.0,0.0,0.0,145.43727170158274,0
180,196,420,404,1,0,0,0,0.0,1.0,0.0,0.0,134.46189051177288,0
172,188,428,412,1,0,0,0,0.0,1.0,0.0,0.0,123.54756169184401,0
164,180,436,420,1,0,0,0,0.0,1.0,0.0,0.0,112.71202242884297,0
156,172,444,428,1,0,0,0,0.0,1.0,0.0,0.0,101.9803902718557,0
148,164,452,436,1,0,0,0,0.0,1.0,0.0,0.0,91.3892772703669,0
140,156,460,444,1,0,0,0,0.0,1.0,0.0,0.0,80.99382692526635,0
132,148,468,452,1,0,0,0,0.0,1.0,0.0,0.0,70.8801805866774,0
124,140,476,460,1,0,0,0,0.0,1.0,0.0,0.0,61.18823416311342,0
116,132,484,468,1,0,0,0,0.0,1.0,0.0,0.0,52.15361924162119,3
108,132,492,468,1,0,0,0,0.0,0.0,1.0,0.0,44.181444068749045,3
100,132,500,468,1,0,0,0,0.0,0.0,1.0,0.0,36.22154055254967,3
92,132,508,468,0,0,1,0,0.0,0.0,1.0,0.0,84.8528137423857,2
100,140,500,460,0,0,1,0,0.0,1.0,0.0,0.0,76.10519036176179,2
108,148,492,452,1,0,0,0,0.0,1.0,0.0,0.0,68.11754546370561,2
108,156,492,444,1,0,0,0,0.0,1.0,0.0,0.0,60.13318551349163,2
108,164,492,436,1,0,0,0,0.0,1.0,0.0,0.0,52.15361924162119,2
108,172,492,428,1,0,0,0,0.0,1.0,0.0,0.0,44.181444068749045,2
108,180,492,420,1,0,0,0,0.0,1.0,0.0,0.0,36.22154055254967,2
108,188,492,412,0,0,1,0,0.0,1.0,0.0,0.0,532.0150373814635,2
116,196,484,404,0,0,1,0,0.0,1.0,0.0,0.0,520.8301066566717,2
124,204,476,396,0,0,1,0,0.0,1.0,0.0,0.0,509.65086088419395,2
132,212,468,388,0,0,1,0,0.0,1.0,0.0,0.0,498.47768254958015,2
140,220,460,380,0,0,1,0,0.0,1.0,0.0,0.0,487.3109889998378,2
148,228,452,372,0,0,1,0,0.0,1.0,0.0,0.0,476.1512364784954,2
156,236,444,364,0,0,1,0,0.0,1.0,0.0,0.0,464.9989247299396,2
164,244,436,356,0,0,1,0,0.0,1.0,0.0,0.0,453.85460226817133,2
172,252,428,348,0,0,1,0,0.0,1.0,0.0,0.0,442.7188724235731,2
180,260,420,340,0,0,1,0,0.0,1.0,0.0,0.0,431.59240030380516,2
188,268,412,332,0,0,1,0,0.0,1.0,0.0,0.0,420.47592083257274,2
196,276,404,324,0,0,1,0,0.0,1.0,0.0,0.0,409.3702480640233,2
204,284,396,316,0,0,1,0,0.0,1.0,0.0,0.0,398.2762860126121,2
212,292,388,308,0,0,1,0,,,,,387.19504129056196,2
220,300,380,300,0,0,1,0,,,,,376.12763791032427,2
228,308,372,292,0,0,1,0,,,,,365.0753346913483,2
236,316,364,284,0,0,1,0,,,,,354.039545813741,2
244,324,356,276,0,0,1,0,,,,,343.02186519229355,2
252,332,348,268,0,0,1,0,,,,,332.02409551115414,2
260,340,340,260,0,0,1,0,,,,,321.0482829731379,2
268,348,332,252,0,0,1,0,,,,,310.0967590930289,2
276,356,324,244,0,0,1,0,,,,,299.17219122104245,2
284,364,316,236,0,0,1,0,,,,,288.277643947636,2
292,372,308,228,0,0,1,0,,,,,277.41665415039523,2
300,380,300,220,0,0,1,0,,,,,266.5933232472261,2
308,388,292,212,0,0,1,0,,,,,255.8124312851117,2
316,396,284,204,0,0,1,0,,,,,245.07957891264624,2
324,404,276,196,0,0,1,0,,,,,234.4013651837378,2
332,412,268,188,0,0,1,0,,,,,223.78561169118984,2
340,420,260,180,0,0,1,0,,,,,213.24164696418944,2
348,428,252,172,0,0,1,0,,,,,202.78066969018522,2
356,436,244,164,0,0,1,0,,,,,192.4162155328911,2
364,444,236,156,0,0,1,0,,,,,182.1647605877712,2
372,452,228,148,0,0,1,0,,,,,172.04650534085255,2
380,460,220,140,0,0,1,0,,,,,162.0863967148385,2
388,468,212,132,0,0,1,0,,,,,152.31546211727817,2
396,476,204,124,0,0,1,0,,,,,142.772546380598,2
404,484,196,116,0,0,1,0,,,,,133.5065541462291,2
412,492,188,108,0,0,1,0,,,,,124.57929201917949,2
420,500,180,100,0,0,1,0,,,,,116.06894502837527,2
428,508,172,92,0,0,1,0,,,,,108.07404868885037,2
436,508,164,92,0,0,1,0,1.0,0.0,0.0,0.0,100.07996802557443,2
444,508,156,92,0,0,1,0,1.0,0.0,0.0,0.0,92.0869154657707,2
452,508,148,92,0,0,1,0,1.0,0.0,0.0,0.0,84.09518416651456,2
460,508,140,92,0,0,1,0,1.0,0.0,0.0,0.0,76.10519036176179,2
468,508,132,92,0,0,1,0,1.0,0.0,0.0,0.0,68.11754546370561,2
476,508,124,92,0,0,1,0,1.0,0.0,0.0,0.0,60.13318551349163,2
484,508,116,92,0,0,1,0,1.0,0.0,0.0,0.0,52.15361924162119,2
492,508,108,92,0,0,1,0,1.0,0.0,0.0,0.0,44.181444068749045,2
500,508,100,92,0,0,1,0,1.0,0.0,0.0,0.0,36.22154055254967,2
508,508,92,92,1,0,0,0,1.0,0.0,0.0,0.0,196.36700333813724,0
500,500,100,100,1,0,0,0,0.0,0.0,0.0,1.0,188.04254837669055,3
492,500,108,100,1,0,0,0,0.0,0.0,1.0,0.0,180.0444389588304,3
484,500,116,100,1,0,0,0,0.0,0.0,1.0,0.0,172.04650534085255,3
476,500,124,100,1,0,0,0,0.0,0.0,1.0,0.0,164.04877323527901,3
468,500,132,100,1,0,0,0,0.0,0.0,1.0,0.0,156.05127362504928,3
460,500,140,100,1,0,0,0,0.0,0.0,1.0,0.0,148.05404418657398,3
452,500,148,100,1,0,0,0,0.0,0.0,1.0,0.0,140.05713120009278,3
444,500,156,100,1,0,0,0,0.0,0.0,1.0,0.0,132.06059215375342,3
436,500,164,100,1,0,0,0,0.0,0.0,1.0,0.0,124.06449935416659,3
428,500,172,100,1,0,0,0,0.0,0.0,1.0,0.0,116.06894502837527,3
420,500,180,100,1,0,0,0,0.0,0.0,1.0,0.0,108.07404868885037,3
412,500,188,100,1,0,0,0,0.0,0.0,1.0,0.0,100.07996802557443,3
404,500,196,100,1,0,0,0,0.0,0.0,1.0,0.0,92.0869154657707,3
396,500,204,100,1,0,0,0,0.0,0.0,1.0,0.0,84.09518416651456,3
388,500,212,100,1,0,0,0,0.0,0.0,1.0,0.0,76.10519036176179,3
380,500,220,100,1,0,0,0,0.0,0.0,1.0,0.0,68.11754546370561,3
372,500,228,100,1,0,0,0,0.0,0.0,1.0,0.0,60.13318551349163,3
364,500,236,100,1,0,0,0,0.0,0.0,1.0,0.0,52.15361924162119,3
356,500,244,100,1,0,0,0,0.0,0.0,1.0,0.0,44.181444068749045,3
348,500,252,100,1,0,0,0,0.0,0.0,1.0,0.0,36.22154055254967,3
340,500,260,100,0,0,1,0,0.0,0.0,1.0,0.0,84.09518416651456,2
348,508,252,92,0,0,1,0,0.0,1.0,0.0,0.0,76.10519036176179,2
356,508,244,92,0,0,1,0,1.0,0.0,0.0,0.0,68.11754546370561,2
364,508,236,92,0,0,1,0,1.0,0.0,0.0,0.0,60.13318551349163,2
372,508,228,92,0,0,1,0,1.0,0.0,0.0,0.0,52.15361924162119,2
380,508,220,92,0,0,1,0,1.0,0.0,0.0,0.0,44.181444068749045,2
388,508,212,92,0,0,1,0,1.0,0.0,0.0,0.0,36.22154055254967,2
396,508,204,92,0,0,1,0,1.0,0.0,0.0,0.0,433.66346399022365,2
404,500,196,100,0,0,1,0,1.0,0.0,0.0,0.0,423.96226247155533,2
412,492,188,108,0,0,1,0,0.0,0.0,0.0,1.0,414.34285320251394,2
420,484,180,116,0,0,1,0,0.0,0.0,0.0,1.0,404.81106704239204,2
428,476,172,124,0,0,1,0,0.0,0.0,0.0,1.0,395.3732413808502,2
436,468,164,132,0,0,1,0,0.0,0.0,0.0,1.0,386.0362677262332,2
444,460,156,140,0,0,1,0,0.0,0.0,0.0,1.0,376.807643234582,2
452,452,148,148,0,0,1,0,0.0,0.0,0.0,1.0,367.6955262170047,2
460,444,140,156,0,0,1,0,0.0,0.0,0.0,1.0,358.70879554312575,2
468,436,132,164,0,0,1,0,0.0,0.0,0.0,1.0,349.85711369071805,2
476,428,124,172,0,0,1,0,0.0,0.0,0.0,1.0,341.15099296352633,2
484,420,116,180,0,0,1,0,0.0,0.0,0.0,1.0,332.6018640957985,2
492,412,108,188,0,0,1,0,0.0,0.0,0.0,1.0,324.2221460665511,2
500,404,100,196,0,0,1,0,0.0,0.0,0.0,1.0,316.0253154416589,2
508,396,92,204,1,0,0,0,0.0,0.0,0.0,1.0,308.0259729308553,2
508,388,92,212,1,0,0,0,0.0,0.0,0.0,1.0,300.0266654815868,2
508,380,92,220,1,0,0,0,0.0,0.0,0.0,1.0,292.0273959751037,2
508,372,92,228,1,0,0,0,0.0,0.0,0.0,1.0,284.0281676172277,2
508,364,92,236,1,0,0,0,0.0,0.0,0.0,1.0,276.02898398537786,2
508,356,92,244,1,0,0,0,0.0,0.0,0.0,1.0,268.02984908401527,2
508,348,92,252,1,0,0,0,0.0,0.0,0.0,1.0,260.0307674103201,2
508,340,92,260,1,0,0,0,0.0,0.0,0.0,1.0,252.03174403237384,2
508,332,92,268,1,0,0,0,0.0,0.0,0.0,1.0,244.0327846827143,2
508,324,92,276,1,0,0,0,0.0,0.0,0.0,1.0,236.03389587091087,2
508,316,92,284,1,0,0,0,0.0,0.0,0.0,1.0,228.0350850198276,2
508,308,92,292,1,0,0,0,0.0,0.0,0.0,1.0,220.03636063160107,2
508,300,92,300,1,0,0,0,0.0,0.0,0.0,1.0,212.03773249117714,2
508,292,92,308,1,0,0,0,0.0,0.0,0.0,1.0,204.0392119177096,2
508,284,92,316,1,0,0,0,0.0,0.0,0.0,1.0,196.04081207748553,2
508,276,92,324,1,0,0,0,0.0,0.0,0.0,1.0,188.04254837669055,2
508,268,92,332,1,0,0,0,0.0,0.0,0.0,1.0,180.0444389588304,2
508,260,92,340,1,0,0,0,0.0,0.0,0.0,1.0,172.04650534085255,2
508,252,92,348,1,0,0,0,0.0,0.0,0.0,1.0,164.04877323527901,2
508,244,92,356,1,0,0,0,0.0,0.0,0.0,1.0,156.05127362504928,2
508,236,92,364,1,0,0,0,0.0,0.0,0.0,1.0,148.05404418657398,2
508,228,92,372,1,0,0,0,0.0,0.0,0.0,1.0,140.05713120009278,2
508,220,92,380,1,0,0,0,0.0,0.0,0.0,1.0,132.06059215375342,2
508,212,92,388,1,0,0,0,0.0,0.0,0.0,1.0,124.06449935416659,2
508,204,92,396,1,0,0,0,0.0,0.0,0.0,1.0,116.06894502837527,2
508,196,92,404,1,0,0,0,0.0,0.0,0.0,1.0,108.07404868885037,2
508,188,92,412,1,0,0,0,0.0,0.0,0.0,1.0,100.07996802557443,2
508,180,92,420,1,0,0,0,0.0,0.0,0.0,1.0,92.0869154657707,2
508,172,92,428,1,0,0,0,0.0,0.0,0.0,1.0,84.09518416651456,2
508,164,92,436,1,0,0,0,0.0,0.0,0.0,1.0,76.10519036176179,2
508,156,92,444,1,0,0,0,0.0,0.0,0.0,1.0,68.11754546370561,2
508,148,92,452,1,0,0,0,0.0,0.0,0.0,1.0,60.13318551349163,2
508,140,92,460,1,0,0,0,0.0,0.0,0.0,1.0,52.15361924162119,2
508,132,92,468,1,0,0,0,0.0,0.0,0.0,1.0,44.181444068749045,2
508,124,92,476,1,0,0,0,0.0,0.0,0.0,1.0,36.22154055254967,2
508,116,92,484,0,0,1,0,0.0,0.0,0.0,1.0,56.85068161420758,2
516,108,84,492,0,0,1,0,,,,,45.60701700396552,2
524,100,76,500,1,0,0,0,,,,,695.8850479784718,3
516,108,84,492,1,0,0,0,,,,,684.5728595262889,3
508,116,92,484,1,0,0,0,0.0,0.0,0.0,1.0,673.2607221574715,3
500,124,100,476,1,0,0,0,0.0,0.0,1.0,0.0,661.948638490933,3
492,132,108,468,1,0,0,0,0.0,0.0,1.0,0.0,650.6366113277057,3
484,140,116,460,1,0,0,0,0.0,0.0,1.0,0.0,639.3246436670496,3
476,148,124,452,1,0,0,0,0.0,0.0,1.0,0.0,628.0127387243033,3
468,156,132,444,1,0,0,0,0.0,0.0,1.0,0.0,616.7008999506974,3
460,164,140,436,1,0,0,0,0.0,0.0,1.0,0.0,605.3891310553898,3
452,172,148,428,1,0,0,0,0.0,0.0,1.0,0.0,594.0774360300179,3
444,180,156,420,1,0,0,0,0.0,0.0,1.0,0.0,582.7658191761078,3
436,188,164,412,1,0,0,0,0.0,0.0,1.0,0.0,571.4542851357403,3
428,196,172,404,1,0,0,0,0.0,0.0,1.0,0.0,560.1428389259297,3
420,204,180,396,1,0,0,0,0.0,0.0,1.0,0.0,548.8314859772534,3
412,212,188,388,1,0,0,0,0.0,0.0,1.0,0.0,537.5202321773572,3
404,220,196,380,1,0,0,0,0.0,0.0,1.0,0.0,526.2090839200707,3
396,228,204,372,1,0,0,0,0.0,0.0,1.0,0.0,514.8980481609927,3
388,236,212,364,1,0,0,0,0.0,0.0,1.0,0.0,503.5871324805669,3
380,244,220,356,1,0,0,0,0.0,0.0,1.0,0.0,492.2763451558484,3
372,252,228,348,1,0,0,0,0.0,0.0,1.0,0.0,480.9656952423946,3
364,260,236,340,1,0,0,0,0.0,0.0,1.0,0.0,469.65519266798276,3
356,268,244,332,1,0,0,0,0.0,0.0,1.0,0.0,458.34484834019895,3
348,276,252,324,1,0,0,0,0.0,0.0,1.0,0.0,447.0346742703523,3
340,284,260,316,1,0,0,0,0.0,0.0,1.0,0.0,435.72468371667907,3
332,292,268,308,1,0,0,0,0.0,0.0,1.0,0.0,424.41489135043315,3
324,300,276,300,1,0,0,0,0.0,0.0,1.0,0.0,413.10531344924624,3
316,308,284,292,1,0,0,0,0.0,0.0,1.0,0.0,401.7959681231259,3
308,316,292,284,1,0,0,0,0.0,0.0,1.0,0.0,390.486875579705,3
300,324,300,276,1,0,0,0,0.0,0.0,1.0,0.0,379.17805843693014,3
292,332,308,268,1,0,0,0,0.0,0.0,1.0,0.0,367.8695420933894,3
284,340,316,260,1,0,0,0,0.0,0.0,1.0,0.0,356.5613551690648,3
276,348,324,252,1,0,0,0,0.0,0.0,1.0,0.0,345.2535300326414,3
268,356,332,244,1,0,0,0,0.0,0.0,1.0,0.0,333.94610343586885,3
260,364,340,236,1,0,0,0,0.0,0.0,1.0,0.0,322.6391172812125,3
252,372,348,228,1,0,0,0,0.0,0.0,1.0,0.0,311.33261955664074,3
244,380,356,220,1,0,0,0,0.0,0.0,1.0,0.0,300.0266654815868,3
236,388,364,212,1,0,0,0,,,,,288.7213189218974,3
228,396,372,204,1,0,0,0,,,,,277.41665415039523,3
220,404,380,196,1,0,0,0,,,,,266.11275805567834,3
212,412,388,188,1,0,0,0,,,,,254.80973293812778,3
204,420,396,180,1,0,0,0,,,,,243.50770008359078,3
196,428,404,172,1,0,0,0,,,,,232.20680437919987,3
188,436,412,164,1,0,0,0,,,,,220.90722034374522,3
180,444,420,156,1,0,0,0,,,,,209.60916010518244,3
172,452,428,148,1,0,0,0,,,,,198.31288409984865,3
164,460,436,140,1,0,0,0,,,,,187.01871564097536,3
156,468,444,132,1,0,0,0,,,,,175.72706109191037,3
148,476,452,124,1,0,0,0,,,,,164.43843832875572,3
140,484,460,116,1,0,0,0,,,,,153.15351775261317,3
132,492,468,108,1,0,0,0,,,,,141.8731828077456,3
124,500,476,100,1,0,0,0,,,,,130.59862173851607,3
116,508,484,92,1,0,0,0,,,,,119.33147112141039,3
108,516,492,84,1,0,0,0,,,,,108.07404868885037,3
100,524,500,76,1,0,0,0,,,,,96.82974749528164,3
92,532,508,68,1,0,0,0,,,,,85.60373823613078,3
84,540,516,60,1,0,0,0,,,,,74.4043009509531,3
76,548,524,52,1,0,0,0,,,,,63.245553203367585,3
68,556,532,44,1,0,0,0,,,,,52.15361924162119,3
60,564,540,36,1,0,0,0,,,,,41.182520563948,3
52,572,548,28,0,0,1,0,,,,,392.93765408777,2
60,564,540,36,0,0,1,0,,,,,383.20751558391964,2
68,556,532,44,0,0,1,0,,,,,373.56659379553736,2
76,548,524,52,0,0,1,0,,,,,364.0219773585106,2
84,540,516,60,0,0,1,0,,,,,354.58144339488496,2
92,532,508,68,0,0,1,0,,,,,345.2535300326414,2
100,524,500,76,0,0,1,0,,,,,336.04761567373157,2
108,516,492,84,0,0,1,0,,,,,326.9740050829729,2
116,508,484,92,0,0,1,0,,,,,318.0440221101475,2
124,500,476,100,0,0,1,0,,,,,309.2701084812433,2
132,492,468,108,0,0,1,0,,,,,300.66592756745814,2
140,484,460,116,0,0,1,0,,,,,292.24647132172527,2
148,476,452,124,0,0,1,0,,,,,284.0281676172277,2
156,468,444,132,1,0,0,0,,,,,276.02898398537786,2
156,460,444,140,1,0,0,0,0.0,0.0,0.0,1.0,268.02984908401527,2
156,452,444,148,1,0,0,0,0.0,0.0,0.0,1.0,260.0307674103201,2
156,444,444,156,1,0,0,0,0.0,0.0,0.0,1.0,252.03174403237384,2
156,436,444,164,1,0,0,0,0.0,0.0,0.0,1.0,244.0327846827143,2
156,428,444,172,1,0,0,0,0.0,0.0,0.0,1.0,236.03389587091087,2
156,420,444,180,1,0,0,0,0.0,0.0,0.0,1.0,228.0350850198276,2
156,412,444,188,1,0,0,0,0.0,0.0,0.0,1.0,220.03636063160107,2
156,404,444,196,1,0,0,0,0.0,0.0,0.0,1.0,212.03773249117714,2
156,396,444,204,1,0,0,0,0.0,0.0,0.0,1.0,204.0392119177096,2
156,388,444,212,1,0,0,0,0.0,0.0,0.0,1.0,196.04081207748553,2
156,380,444,220,1,0,0,0,0.0,0.0,0.0,1.0,188.04254837669055,2
156,372,444,228,1,0,0,0,0.0,0.0,0.0,1.0,180.0444389588304,2
156,364,444,236,1,0,0,0,0.0,0.0,0.0,1.0,172.04650534085255,2
156,356,444,244,1,0,0,0,0.0,0.0,0.0,1.0,164.04877323527901,2
